records,E100,E050,eligibility_losses,ELR,income_E100,income_E050,poverty_E100,poverty_E050,Q100,Q050,designation_losses,designation_gains,churn,CHR,NDR,L1,L2,L3,G1,G2,strict_nonlocal,strict_nonlocal_share,strict_nonlocal_areas,strict_nonlocal_states,binding_100,binding_050,binding_to_nonbinding,nonbinding_to_binding,year,variant,official_qct_050,reconstructed_qct_050,mismatches_050,E100_digest,E050_digest,Q100_digest,Q050_digest,decomposition_digest,BRD
74272,17042,16368,674,0.0395493486679967,11355,10898,14793,13846,14057,13619,651,213,864,0.0614640392686917,-0.0311588532403784,473,159,19,71,142,161,0.1863425925925926,75,31,175,162,13,0,2016,ratio_full,13619,13619,0,1384138588e9b2c7ef76e920e6604d2c58d94cca7e18fe2013c3ea85862070cb,7f1558c940c0d0a46968a3753edc94a16c36ad67641f5d4b493e605484a7fb00,736b92d87343b051d5ea078191e29c73e24ebf1cb3640831b7b74688ae540234,034c84f011fe614ec5f300e3e54f1e4f5ed92ab330170ab038ccad0b6c2f0006,9fa6c0cc219e9af4413b9ec41a994afe5670a2bdab7251e8e273d5569837a25c,0.1223963418043612
