qct_id,official_qct_050,E100,E050,Q100,Q050
120690301070,1,1,1,1,1
120690301080,0,0,0,0,0
120690302030,0,0,0,0,0
120690302040,1,1,1,1,1
120690302060,1,1,1,1,1
120690302070,0,0,0,0,0
120690302080,0,0,0,0,0
120690302090,0,0,0,0,0
120690303020,0,0,0,0,0
120690303050,0,0,0,0,0
120690303060,0,0,0,0,0
120690303070,0,0,0,0,0
120690303080,0,0,0,0,0
120690304050,0,0,0,0,0
120690304060,0,0,0,0,0
120690304070,0,0,0,0,0
120690304080,0,0,0,0,0
120690304090,0,0,0,0,0
120690304100,0,0,0,0,0
120690304110,0,0,0,0,0
120690305020,0,0,0,0,0
120690305030,1,1,1,1,1
120690305040,0,0,0,0,0
120690306010,0,0,0,0,0
120690306020,1,1,1,1,1
120690307010,0,0,0,0,0
120690307020,0,0,0,0,0
120690308030,0,0,0,0,0
120690308040,1,1,1,1,1
120690308050,0,0,0,0,0
120690308060,0,0,0,0,0
120690308070,0,0,0,0,0
120690309020,0,0,0,0,0
120690309120,0,0,0,0,0
120690309130,0,0,0,0,0
120690309140,0,0,0,0,0
120690310000,0,0,0,0,0
120690311010,0,0,0,0,0
120690311020,0,0,0,0,0
120690311030,0,0,0,0,0
120690312020,0,0,0,0,0
120690312030,0,0,0,0,0
120690312040,0,0,0,0,0
120690312050,1,1,1,1,1
120690313010,0,0,0,0,0
120690313050,0,0,0,0,0
120690313060,0,0,0,0,0
120690313070,0,0,0,0,0
120690313080,0,0,0,0,0
120690313090,0,0,0,0,0
120690313100,0,0,0,0,0
120690313110,0,0,0,0,0
120710003010,1,1,1,1,1
120710003020,1,1,1,1,1
120710004010,1,1,1,1,1
120710004020,0,0,0,0,0
120710005020,1,1,1,1,1
120710005030,1,1,1,1,1
120710005040,1,1,1,1,1
120710006000,1,1,1,1,1
120710007000,1,1,1,1,1
120710008000,0,0,0,0,0
120710009000,0,0,0,0,0
120710010000,0,0,0,0,0
120710011010,1,1,1,1,1
120710011020,0,0,0,0,0
120710012010,1,1,1,1,1
120710012020,0,0,0,0,0
120710013000,0,1,0,1,0
120710014010,1,1,1,1,1
120710014020,0,0,0,0,0
120710015010,0,0,0,0,0
120710015020,1,1,1,1,1
120710016010,0,0,0,0,0
120710016020,0,0,0,0,0
120710017010,0,0,0,0,0
120710017030,0,0,0,0,0
120710017050,0,0,0,0,0
120710017060,0,0,0,0,0
120710017070,0,0,0,0,0
120710018010,0,0,0,0,0
120710018020,0,0,0,0,0
120710019030,0,0,0,0,0
120710019060,0,0,0,0,0
120710019070,0,0,0,0,0
120710019080,0,0,0,0,0
120710019100,0,0,0,0,0
120710019110,0,0,0,0,0
120710019120,0,0,0,0,0
120710019130,0,0,0,0,0
120710019140,0,0,0,0,0
120710019150,0,0,0,0,0
120710101020,0,0,0,0,0
120710101030,0,0,0,0,0
120710101040,0,0,0,0,0
120710101050,0,0,0,0,0
120710102010,0,0,0,0,0
120710102030,0,0,0,0,0
120710102040,0,0,0,0,0
120710103020,0,0,0,0,0
120710103030,0,0,0,0,0
120710103040,0,0,0,0,0
120710103050,0,0,0,0,0
120710103060,0,0,0,0,0
120710103070,0,0,0,0,0
120710104040,0,0,0,0,0
120710104050,0,0,0,0,0
120710104060,0,0,0,0,0
120710104070,0,0,0,0,0
120710104090,0,0,0,0,0
120710104100,0,0,0,0,0
120710104110,0,0,0,0,0
120710104120,0,0,0,0,0
120710105010,0,0,0,0,0
120710105020,0,0,0,0,0
120710106010,0,0,0,0,0
120710106020,0,0,0,0,0
120710107010,0,0,0,0,0
120710107020,0,0,0,0,0
120710108010,0,0,0,0,0
120710108020,0,0,0,0,0
120710108030,0,0,0,0,0
120710201010,0,0,0,0,0
120710201020,0,0,0,0,0
120710202010,0,0,0,0,0
120710202020,0,0,0,0,0
120710203000,1,1,1,1,1
120710204000,0,0,0,0,0
120710205010,0,0,0,0,0
120710205020,0,0,0,0,0
120710206000,0,0,0,0,0
120710207000,0,0,0,0,0
120710208000,0,0,0,0,0
120710301000,0,0,0,0,0
120710302010,0,0,0,0,0
120710302020,0,0,0,0,0
120710302030,0,0,0,0,0
120710302040,0,0,0,0,0
120710303000,0,0,0,0,0
120710401080,0,0,0,0,0
120710401090,0,0,0,0,0
120710401100,0,0,0,0,0
120710401110,0,0,0,0,0
120710401120,0,0,0,0,0
120710401130,0,0,0,0,0
120710401140,0,0,0,0,0
120710401150,0,0,0,0,0
120710401160,0,0,0,0,0
120710401170,0,0,0,0,0
120710401180,0,0,0,0,0
120710401190,0,0,0,0,0
120710401200,0,0,0,0,0
120710401210,0,0,0,0,0
120710401220,0,1,0,1,0
120710401230,0,0,0,0,0
120710401240,0,0,0,0,0
120710401250,0,1,0,1,0
120710401260,0,0,0,0,0
120710401270,0,0,0,0,0
120710402030,0,0,0,0,0
120710402050,0,0,0,0,0
120710402060,0,0,0,0,0
120710402070,0,0,0,0,0
120710402080,0,0,0,0,0
120710402090,0,0,0,0,0
120710402100,0,0,0,0,0
120710403010,0,0,0,0,0
120710403020,0,0,0,0,0
120710403030,1,1,1,1,1
120710403040,0,0,0,0,0
120710403050,0,0,0,0,0
120710403080,1,1,1,1,1
120710403090,0,0,0,0,0
120710403100,0,0,0,0,0
120710403110,1,1,1,1,1
120710403120,0,0,0,0,0
120710403130,0,0,0,0,0
120710403140,0,0,0,0,0
120710501030,0,0,0,0,0
120710501040,0,0,0,0,0
120710501050,0,0,0,0,0
120710501060,0,0,0,0,0
120710502030,0,0,0,0,0
120710502040,0,0,0,0,0
120710502050,0,0,0,0,0
120710502060,0,0,0,0,0
120710502070,0,0,0,0,0
120710502080,0,0,0,0,0
120710502090,0,0,0,0,0
120710503050,0,0,0,0,0
120710503060,0,0,0,0,0
120710503070,0,0,0,0,0
120710503080,0,0,0,0,0
120710503100,0,0,0,0,0
120710503110,0,0,0,0,0
120710503120,0,1,0,1,0
120710503130,0,0,0,0,0
120710503140,0,0,0,0,0
120710504000,1,1,1,1,1
120710505000,0,0,0,0,0
120710506010,0,0,0,0,0
120710506020,0,0,0,0,0
120710601010,0,0,0,0,0
120710601020,0,0,0,0,0
120710602010,0,0,0,0,0
120710602020,0,0,0,0,0
120710602030,0,0,0,0,0
120710603000,0,0,0,0,0
120710701010,0,0,0,0,0
120710701020,0,0,0,0,0
120710702000,0,0,0,0,0
120710801000,0,0,0,0,0
120710802020,0,0,0,0,0
120710802030,0,0,0,0,0
120710802040,0,0,0,0,0
120710803000,0,1,0,1,0
120710901000,0,0,0,0,0
120719800000,0,0,0,0,0
120719900000,0,0,0,0,0
120730002000,0,0,0,0,0
120730003010,0,0,0,0,0
120730003020,0,0,0,0,0
120730003030,0,1,1,0,0
120730004000,1,1,1,1,1
120730005000,1,1,1,1,1
120730006000,1,1,1,1,1
120730007000,0,1,1,1,0
120730008000,0,0,0,0,0
120730009010,0,0,0,0,0
120730009030,0,0,0,0,0
120730009040,0,0,0,0,0
120730009050,0,0,0,0,0
120730010010,1,1,1,1,1
120730010020,0,1,1,1,0
120730011010,1,1,1,1,1
120730011020,0,0,0,0,0
120730012000,1,1,1,1,1
120730013000,0,0,0,0,0
120730014010,1,1,1,1,1
120730014020,1,1,1,1,1
120730015000,0,1,1,0,0
120730016010,0,0,0,0,0
120730016020,0,0,0,0,0
120730017000,0,0,0,0,0
120730018010,0,1,1,0,0
120730018020,0,0,0,0,0
120730019010,1,1,1,1,1
120730019020,1,1,1,1,1
120730020030,1,1,1,1,1
120730020040,1,1,1,1,1
120730020050,1,1,1,1,1
120730020060,1,1,1,1,1
120730021010,0,1,1,0,0
120730021030,1,1,1,1,1
120730021040,1,1,1,1,1
120730022010,0,1,1,0,0
120730022050,0,1,1,0,0
120730022060,0,0,0,0,0
120730022070,0,1,0,0,0
120730022080,0,0,0,0,0
120730023020,0,0,0,0,0
120730023030,0,0,0,0,0
120730023040,0,1,1,0,0
120730024030,0,0,0,0,0
120730024080,0,0,0,0,0
120730024100,0,0,0,0,0
120730024110,0,0,0,0,0
120730024120,0,0,0,0,0
120730024130,0,0,0,0,0
120730024140,0,0,0,0,0
120730024150,0,0,0,0,0
120730024160,0,0,0,0,0
120730024170,0,0,0,0,0
120730025050,0,0,0,0,0
120730025070,0,0,0,0,0
120730025080,0,0,0,0,0
120730025090,0,0,0,0,0
120730025100,0,0,0,0,0
120730025110,0,0,0,0,0
120730025120,0,0,0,0,0
120730025130,0,0,0,0,0
120730026030,0,1,1,0,0
120730026040,0,0,0,0,0
120730026050,0,0,0,0,0
120730026060,0,0,0,0,0
120730027010,0,0,0,0,0
120730027020,0,0,0,0,0
120759701010,0,0,0,0,0
120759701020,1,1,1,1,1
120759702000,1,1,1,1,1
120759703010,0,0,0,0,0
120759703020,0,0,0,0,0
120759704000,0,1,0,0,0
120759705000,0,0,0,0,0
120759706000,0,0,0,0,0
120759707000,0,0,0,0,0
120759900000,0,0,0,0,0
120779501000,0,0,0,0,0
120779502000,1,1,1,0,1
120791101000,0,0,0,0,0
120791102000,0,0,0,0,0
120791103010,0,0,0,0,0
120791103020,1,1,1,1,1
120791104000,0,0,0,0,0
120810001010,0,1,0,1,0
120810001030,1,1,1,1,1
120810001050,1,1,1,1,1
120810001060,1,1,1,1,1
120810002010,0,0,0,0,0
120810002020,0,0,0,0,0
120810003040,0,0,0,0,0
120810003050,1,1,1,1,1
120810003060,1,1,1,1,1
120810003070,0,1,0,1,0
120810003080,0,0,0,0,0
120810003090,0,0,0,0,0
120810003100,1,1,1,1,1
120810004030,0,0,0,0,0
120810004050,0,0,0,0,0
120810004060,0,0,0,0,0
120810004070,0,0,0,0,0
120810004080,0,0,0,0,0
120810005010,0,0,0,0,0
120810005030,0,0,0,0,0
120810005040,0,0,0,0,0
120810006010,0,0,0,0,0
120810006030,0,0,0,0,0
120810006040,1,1,1,1,1
120810007030,1,1,1,1,1
120810007040,1,1,1,1,1
120810007050,1,1,1,1,1
120810008030,0,0,0,0,0
120810008040,0,0,0,0,0
120810008050,0,0,0,0,0
120810008070,0,0,0,0,0
120810008080,0,0,0,0,0
120810008090,0,0,0,0,0
120810008100,0,0,0,0,0
120810009010,0,0,0,0,0
120810009020,0,0,0,0,0
120810010000,0,0,0,0,0
120810011040,0,0,0,0,0
120810011050,0,0,0,0,0
120810011060,0,0,0,0,0
120810011070,0,0,0,0,0
120810011080,0,0,0,0,0
120810012020,0,0,0,0,0
120810012030,0,0,0,0,0
120810012040,0,0,0,0,0
120810013000,0,0,0,0,0
120810014020,0,0,0,0,0
120810014030,0,0,0,0,0
120810014040,0,0,0,0,0
120810015010,1,1,1,1,1
120810015020,1,1,1,1,1
120810016010,0,0,0,0,0
120810016020,0,0,0,0,0
120810017010,0,0,0,0,0
120810017030,0,0,0,0,0
120810017040,0,0,0,0,0
120810018000,0,0,0,0,0
120810019040,0,0,0,0,0
120810019070,0,0,0,0,0
120810019080,0,0,0,0,0
120810019090,0,0,0,0,0
120810019100,0,0,0,0,0
120810019110,0,0,0,0,0
120810019120,0,0,0,0,0
120810019130,0,0,0,0,0
120810019140,0,0,0,0,0
120810020030,0,0,0,0,0
120810020050,0,0,0,0,0
120810020070,0,0,0,0,0
120810020080,0,0,0,0,0
120810020100,0,0,0,0,0
120810020110,0,0,0,0,0
120810020120,0,0,0,0,0
120810020130,0,0,0,0,0
120810020140,0,0,0,0,0
120810020150,0,0,0,0,0
120810020160,0,0,0,0,0
120810020170,0,0,0,0,0
120819900000,0,0,0,0,0
120830001000,0,0,0,0,0
120830002000,0,0,0,0,0
120830003010,0,0,0,0,0
120830003020,1,1,1,1,1
120830004010,0,0,0,0,0
120830004020,1,1,1,1,1
120830005010,0,0,0,0,0
120830005020,0,0,0,0,0
120830006010,0,0,0,0,0
120830006020,0,0,0,0,0
120830006040,1,1,1,1,1
120830006050,1,1,1,1,1
120830007010,0,0,0,0,0
120830007020,0,0,0,0,0
120830008010,0,0,0,0,0
120830008020,0,0,0,0,0
120830009010,0,0,0,0,0
120830009020,0,0,0,0,0
120830010030,0,1,0,1,0
120830010040,0,0,0,0,0
120830010050,0,0,0,0,0
120830010060,0,0,0,0,0
120830010070,0,0,0,0,0
120830010080,0,0,0,0,0
120830011020,1,1,1,1,1
120830011030,0,0,0,0,0
120830011040,0,0,0,0,0
120830012040,1,1,1,1,1
120830012050,0,0,0,0,0
120830012060,0,0,0,0,0
120830012070,0,0,0,0,0
120830012080,0,0,0,0,0
120830013010,0,0,0,0,0
120830013020,0,0,0,0,0
120830014010,1,1,1,1,1
120830014020,0,0,0,0,0
120830015000,1,1,1,1,1
120830016000,1,1,1,1,1
120830017000,1,1,1,1,1
120830018000,1,1,1,1,1
120830019000,0,0,0,0,0
120830020010,1,1,1,1,1
120830020020,1,1,1,1,1
120830021000,0,0,0,0,0
120830022010,0,0,0,0,0
120830022020,0,0,0,0,0
120830022030,0,0,0,0,0
120830023010,0,0,0,0,0
120830023020,0,0,0,0,0
120830024010,0,0,0,0,0
120830024020,0,0,0,0,0
120830025020,0,0,0,0,0
120830025030,0,0,0,0,0
120830025040,0,0,0,0,0
120830026010,0,0,0,0,0
120830026020,0,0,0,0,0
120830026040,0,0,0,0,0
120830026050,0,0,0,0,0
120830026060,0,0,0,0,0
120830027010,0,0,0,0,0
120830027020,0,0,0,0,0
120839800000,0,0,0,0,0
120839801000,0,0,0,0,0
120850001000,0,0,0,0,0
120850002000,0,0,0,0,0
120850003000,0,0,0,0,0
120850004000,0,0,0,0,0
120850005010,0,0,0,0,0
120850005020,0,0,0,0,0
120850006030,0,0,0,0,0
120850006040,0,0,0,0,0
120850006060,0,0,0,0,0
120850006070,0,0,0,0,0
120850006100,0,0,0,0,0
120850007000,0,0,0,0,0
120850008000,0,1,0,1,0
120850009010,0,0,0,0,0
120850009020,0,0,0,0,0
120850010000,0,0,0,0,0
120850011020,0,0,0,0,0
120850011030,0,0,0,0,0
120850011040,0,0,0,0,0
120850012000,1,1,1,1,1
120850013010,0,0,0,0,0
120850013020,0,0,0,0,0
120850014040,0,0,0,0,0
120850014060,0,0,0,0,0
120850014070,0,0,0,0,0
120850014080,0,1,0,1,0
120850014090,0,0,0,0,0
120850014100,0,0,0,0,0
120850015000,0,0,0,0,0
120850016010,0,0,0,0,0
120850016020,0,0,0,0,0
120850017000,0,0,0,0,0
120850018010,1,1,1,1,1
120850018020,0,1,0,1,0
120859900000,0,0,0,0,0
120859901000,0,0,0,0,0
120860001070,0,0,0,0,0
120860001090,1,1,1,1,1
120860001130,0,0,0,0,0
120860001150,0,0,0,0,0
120860001180,0,0,0,0,0
120860001190,0,0,0,0,0
120860001200,0,0,0,0,0
120860001210,0,0,0,0,0
120860001220,0,0,0,0,0
120860001230,0,0,0,0,0
120860001240,1,1,1,1,1
120860001250,0,0,0,0,0
120860001260,1,1,1,1,1
120860001270,0,0,0,0,0
120860001280,0,0,0,0,0
120860001290,0,0,0,0,0
120860001300,0,0,0,0,0
120860001310,0,0,0,0,0
120860001320,0,0,0,0,0
120860001330,0,0,0,0,0
120860001340,0,0,0,0,0
120860001400,0,0,0,0,0
120860002020,0,0,0,0,0
120860002040,0,0,0,0,0
120860002060,1,1,1,1,1
120860002090,1,1,1,1,1
120860002110,0,0,0,0,0
120860002120,1,1,1,1,1
120860002130,0,0,0,0,0
120860002140,1,1,1,1,1
120860002150,1,1,1,1,1
120860002160,0,0,0,0,0
120860002170,1,1,1,0,1
120860002180,1,1,1,1,1
120860002190,1,1,1,1,1
120860002200,1,1,1,1,1
120860003010,0,0,0,0,0
120860003020,0,0,0,0,0
120860003050,1,1,1,1,1
120860003060,1,1,1,1,1
120860003070,0,0,0,0,0
120860003080,0,0,0,0,0
120860004020,1,1,1,1,1
120860004030,1,1,1,1,1
120860004040,0,0,0,0,0
120860004050,0,1,1,0,0
120860004080,1,1,1,1,1
120860004090,1,1,1,1,1
120860004100,0,0,0,0,0
120860004110,1,1,1,1,1
120860004120,1,1,1,1,1
120860004130,1,1,1,1,1
120860004140,0,1,0,1,0
120860005010,1,1,1,1,1
120860005030,1,1,1,1,1
120860005040,0,0,0,0,0
120860005050,1,1,1,1,1
120860006010,1,1,1,1,1
120860006020,0,0,0,0,0
120860006030,0,0,0,0,0
120860006040,1,1,1,1,1
120860006050,0,1,1,0,0
120860006070,1,1,1,1,1
120860006080,1,1,1,1,1
120860007050,1,1,1,1,1
120860007060,1,1,1,1,1
120860007070,0,1,1,0,0
120860007080,0,0,0,0,0
120860007090,0,1,1,0,0
120860007100,1,1,1,1,1
120860007110,1,1,1,1,1
120860007120,1,1,1,1,1
120860008040,1,1,1,1,1
120860008050,0,1,1,0,0
120860008060,1,1,1,1,1
120860008070,1,1,1,1,1
120860008080,1,1,1,1,1
120860009010,0,1,1,0,0
120860009020,1,1,1,1,1
120860009030,1,1,1,1,1
120860010020,1,1,1,1,1
120860010030,1,1,1,1,1
120860010040,1,1,1,1,1
120860010050,1,1,1,1,1
120860010060,1,1,1,1,1
120860011010,0,0,0,0,0
120860011020,0,0,0,0,0
120860011030,0,0,0,0,0
120860011040,0,0,0,0,0
120860012030,1,1,1,1,1
120860012040,0,0,0,0,0
120860012050,0,0,0,0,0
120860012060,0,0,0,0,0
120860013010,0,1,1,0,0
120860013020,0,1,0,0,0
120860014010,1,1,1,1,1
120860014020,1,1,1,1,1
120860015010,1,1,1,1,1
120860015020,1,1,1,1,1
120860016020,1,1,1,1,1
120860016030,1,1,1,1,1
120860016050,1,1,1,1,1
120860016060,1,1,1,1,1
120860017010,1,1,1,1,1
120860017020,1,1,1,0,1
120860017030,1,1,1,1,1
120860018010,1,1,1,1,1
120860018020,1,1,1,1,1
120860018030,1,1,1,1,1
120860019010,1,1,1,1,1
120860019030,1,1,1,1,1
120860019040,1,1,1,1,1
120860020010,1,1,1,1,1
120860020030,1,1,1,1,1
120860020040,1,1,1,1,1
120860021000,0,0,0,0,0
120860022010,0,1,1,0,0
120860022020,1,1,1,1,1
120860023000,1,1,1,1,1
120860024020,1,1,1,1,1
120860024030,1,1,1,1,1
120860024040,1,1,1,1,1
120860025010,1,1,1,1,1
120860025020,1,1,1,1,1
120860026000,1,1,1,1,1
120860027020,0,0,0,0,0
120860027030,0,0,0,0,0
120860027050,0,0,0,0,0
120860027060,0,0,0,0,0
120860028000,1,1,1,1,1
120860029000,1,1,1,1,1
120860030010,1,1,1,1,1
120860030030,1,1,1,1,1
120860030040,1,1,1,1,1
120860031000,1,1,1,1,1
120860034000,1,1,1,1,1
120860036010,1,1,1,1,1
120860036020,1,1,1,1,1
120860037020,0,0,0,0,0
120860037030,0,0,0,0,0
120860037040,0,0,0,0,0
120860037050,0,0,0,0,0
120860037060,0,0,0,0,0
120860037070,0,1,0,0,0
120860038010,0,0,0,0,0
120860038030,0,0,0,0,0
120860038040,0,0,0,0,0
120860039060,0,0,0,0,0
120860039090,1,1,1,1,1
120860039110,1,1,1,1,1
120860039120,0,0,0,0,0
120860039130,0,1,1,0,0
120860039140,0,0,0,0,0
120860039150,0,1,1,0,0
120860039160,0,0,0,0,0
120860039170,0,0,0,0,0
120860039180,0,0,0,0,0
120860039190,0,0,0,0,0
120860039210,0,0,0,0,0
120860039220,0,0,0,0,0
120860040000,0,0,0,0,0
120860041020,0,0,0,0,0
120860041030,0,0,0,0,0
120860041050,0,0,0,0,0
120860041060,0,0,0,0,0
120860042030,0,0,0,0,0
120860042040,0,0,0,0,0
120860042050,0,0,0,0,0
120860042060,0,0,0,0,0
120860043010,0,0,0,0,0
120860043030,0,1,1,0,0
120860043040,0,0,0,0,0
120860044030,1,1,1,1,1
120860044040,1,1,1,1,1
120860044050,1,1,1,1,1
120860044060,0,0,0,0,0
120860045000,0,0,0,0,0
120860046020,0,0,0,0,0
120860046050,0,0,0,0,0
120860046070,0,0,0,0,0
120860046080,0,0,0,0,0
120860047010,0,0,0,0,0
120860047020,0,0,0,0,0
120860047030,0,0,0,0,0
120860049010,1,1,1,1,1
120860049020,1,1,1,1,1
120860050010,1,1,1,1,1
120860050020,1,1,1,1,1
120860051020,1,1,1,1,1
120860051030,1,1,1,1,1
120860051040,1,1,1,1,1
120860052010,1,1,1,1,1
120860052020,1,1,1,1,1
120860053020,1,1,1,1,1
120860053030,1,1,1,1,1
120860053040,1,1,1,1,1
120860054030,1,1,1,1,1
120860054050,1,1,1,1,1
120860054060,1,1,1,1,1
120860054070,1,1,1,1,1
120860054090,1,1,1,1,1
120860054100,1,1,1,1,1
120860055010,1,1,1,1,1
120860055020,1,1,1,1,1
120860056000,0,0,0,0,0
120860057010,0,1,1,0,0
120860057030,0,1,1,0,0
120860057040,1,1,1,1,1
120860058010,0,0,0,0,0
120860058020,1,1,1,1,1
120860059010,0,1,1,0,0
120860059020,0,0,0,0,0
120860059030,0,0,0,0,0
120860059040,0,0,0,0,0
120860060010,0,0,0,0,0
120860060020,0,0,0,0,0
120860061010,0,0,0,0,0
120860061020,0,0,0,0,0
120860062010,0,0,0,0,0
120860062030,0,0,0,0,0
120860062050,0,0,0,0,0
120860062060,0,0,0,0,0
120860063010,1,1,1,1,1
120860063020,0,0,0,0,0
120860064010,1,1,1,1,1
120860064020,0,0,0,0,0
120860064030,1,1,1,1,1
120860065010,0,1,1,0,0
120860065030,0,0,0,0,0
120860065040,0,0,0,0,0
120860066010,0,0,0,0,0
120860066020,1,1,1,1,1
120860067020,0,0,0,0,0
120860067050,0,0,0,0,0
120860067060,0,0,0,0,0
120860067070,0,0,0,0,0
120860067090,0,0,0,0,0
120860067110,0,0,0,0,0
120860067130,0,0,0,0,0
120860067140,0,0,0,0,0
120860068010,0,0,0,0,0
120860068020,0,0,0,0,0
120860069000,0,0,0,0,0
120860070010,0,0,0,0,0
120860070020,0,0,0,0,0
120860071010,0,1,0,1,0
120860071030,0,0,0,0,0
120860071040,0,0,0,0,0
120860072000,1,1,1,1,1
120860073000,0,0,0,0,0
120860074000,0,0,0,0,0
120860075010,0,0,0,0,0
120860075030,0,0,0,0,0
120860076010,0,0,0,0,0
120860076030,1,1,1,1,1
120860076040,0,0,0,0,0
120860076050,0,0,0,0,0
120860076060,0,0,0,0,0
120860077010,0,0,0,0,0
120860077020,0,0,0,0,0
120860077040,0,0,0,0,0
120860077050,0,0,0,0,0
120860078010,0,0,0,0,0
120860078040,0,0,0,0,0
120860078050,0,0,0,0,0
120860078060,0,0,0,0,0
120860078070,0,0,0,0,0
120860079010,0,0,0,0,0
120860079020,0,0,0,0,0
120860080000,0,0,0,0,0
120860081010,0,0,0,0,0
120860081020,0,0,0,0,0
120860082020,0,0,0,0,0
120860082050,0,0,0,0,0
120860082060,0,0,0,0,0
120860082070,0,0,0,0,0
120860082080,0,0,0,0,0
120860082090,0,0,0,0,0
120860083040,0,1,1,0,0
120860083050,0,0,0,0,0
120860083060,0,0,0,0,0
120860083070,0,0,0,0,0
120860083080,0,0,0,0,0
120860083090,1,1,1,1,1
120860084050,0,0,0,0,0
120860084070,0,0,0,0,0
120860084090,0,0,0,0,0
120860084100,0,0,0,0,0
120860084120,0,0,0,0,0
120860084140,0,0,0,0,0
120860084150,0,0,0,0,0
120860084160,0,0,0,0,0
120860084170,0,0,0,0,0
120860084180,0,0,0,0,0
120860084190,0,0,0,0,0
120860085010,0,0,0,0,0
120860085020,0,0,0,0,0
120860086010,0,0,0,0,0
120860086020,0,0,0,0,0
120860087010,0,0,0,0,0
120860087020,0,0,0,0,0
120860088030,0,0,0,0,0
120860088040,0,0,0,0,0
120860088050,1,1,1,1,1
120860088060,0,0,0,0,0
120860089010,0,0,0,0,0
120860089020,0,0,0,0,0
120860089040,0,0,0,0,0
120860089060,0,0,0,0,0
120860089070,0,0,0,0,0
120860090060,0,0,0,0,0
120860090100,0,0,0,0,0
120860090140,0,0,0,0,0
120860090150,0,0,0,0,0
120860090170,1,1,1,1,1
120860090190,0,0,0,0,0
120860090200,1,1,1,1,1
120860090210,1,1,1,1,1
120860090220,0,1,1,0,0
120860090230,0,0,0,0,0
120860090240,0,0,0,0,0
120860090260,1,1,1,1,1
120860090270,0,0,0,0,0
120860090280,0,0,0,0,0
120860090290,0,0,0,0,0
120860090300,0,0,0,0,0
120860090310,0,0,0,0,0
120860090340,0,0,0,0,0
120860090350,0,0,0,0,0
120860090360,0,0,0,0,0
120860090380,0,0,0,0,0
120860090390,0,0,0,0,0
120860090400,0,1,0,1,0
120860090430,0,0,0,0,0
120860090440,0,0,0,0,0
120860090460,0,0,0,0,0
120860090470,0,0,0,0,0
120860091000,0,1,1,0,0
120860092000,0,0,0,0,0
120860093050,0,0,0,0,0
120860093060,0,0,0,0,0
120860093070,1,1,1,1,1
120860093080,1,1,1,1,1
120860093090,0,0,0,0,0
120860093110,0,0,0,0,0
120860093120,0,0,0,0,0
120860093130,0,0,0,0,0
120860093140,1,1,1,1,1
120860093150,1,1,1,1,1
120860094000,0,1,1,0,0
120860095010,0,0,0,0,0
120860095030,0,1,1,0,0
120860095040,0,0,0,0,0
120860096000,0,0,0,0,0
120860097030,0,0,0,0,0
120860097040,0,0,0,0,0
120860097050,0,0,0,0,0
120860097060,0,0,0,0,0
120860098030,0,0,0,0,0
120860098040,0,0,0,0,0
120860098060,0,0,0,0,0
120860098070,0,0,0,0,0
120860098080,0,0,0,0,0
120860099010,0,0,0,0,0
120860099030,0,0,0,0,0
120860099040,1,1,1,1,1
120860099050,0,0,0,0,0
120860099060,0,0,0,0,0
120860100010,0,1,1,0,0
120860100050,0,0,0,0,0
120860100060,0,0,0,0,0
120860100090,0,0,0,0,0
120860100100,0,1,1,0,0
120860100110,1,1,1,1,1
120860100120,0,0,0,0,0
120860100130,0,0,0,0,0
120860100150,1,1,1,1,1
120860100160,0,0,0,0,0
120860101930,0,0,0,0,0
120860101980,0,0,0,0,0
120860102010,0,0,0,0,0
120860102040,0,0,0,0,0
120860102050,0,1,1,0,0
120860102070,1,1,1,1,1
120860102080,1,1,1,1,1
120860102090,0,0,0,0,0
120860102100,0,0,0,0,0
120860103000,0,0,0,0,0
120860104000,0,0,0,0,0
120860105000,0,0,0,0,0
120860106040,0,0,0,0,0
120860106060,0,0,0,0,0
120860106080,0,0,0,0,0
120860106090,1,1,1,1,1
120860106100,0,0,0,0,0
120860106120,0,0,0,0,0
120860106130,0,0,0,0,0
120860106140,1,1,1,1,1
120860106170,0,0,0,0,0
120860107030,0,1,1,0,0
120860107040,0,0,0,0,0
120860108010,0,0,0,0,0
120860108020,1,1,1,1,1
120860109000,1,1,1,1,1
120860110010,1,1,1,1,1
120860110030,1,1,1,1,1
120860110050,0,1,1,0,0
120860110070,0,0,0,0,0
120860110080,0,0,0,0,0
120860110090,0,0,0,0,0
120860111010,1,1,1,1,1
120860111020,0,0,0,0,0
120860112010,0,1,1,0,0
120860112020,1,1,1,1,1
120860113000,1,1,1,1,1
120860114010,0,0,0,0,0
120860114030,1,1,1,1,1
120860114040,1,1,1,1,1
120860115000,0,0,0,0,0
120860116000,0,0,0,0,0
120860117000,0,0,0,0,0
120860118000,0,0,0,0,0
120860119000,0,0,0,0,0
120860120000,0,0,0,0,0
120860121000,0,0,0,0,0
120860122000,0,0,0,0,0
120860123000,0,0,0,0,0
120860124000,0,0,0,0,0
120860125000,0,0,0,0,0
120860126000,0,0,0,0,0
120860127000,0,0,0,0,0
120860128000,0,0,0,0,0
120860129000,0,0,0,0,0
120860130000,0,0,0,0,0
120860131000,0,0,0,0,0
120860132000,0,0,0,0,0
120860133000,0,0,0,0,0
120860134000,0,0,0,0,0
120860135000,1,1,1,1,1
120860136000,0,1,1,0,0
120860137000,1,1,1,1,1
120860138000,1,1,1,1,1
120860139000,0,0,0,0,0
120860140000,0,0,0,0,0
120860141000,0,0,0,0,0
120860142000,0,0,0,0,0
120860143000,0,0,0,0,0
120860144000,0,0,0,0,0
120860145000,0,0,0,0,0
